,annual_temp,reproductive.mode,Binomial,Genus,Family,female.SVL,hatchling.neonate.SVL,intercept,slope,female_mass,hatchling_mass,largest.clutch,smallest.clutch,largest.mean.clutch.size,smallest.mean.clutch.size,Longitude.centroid..from.Roll.et.al..2017.,Latitude.centroid..from.Roll.et.al..2017.,Activity.time
Panaspis_maculicollis,21.90699975,Oviparous,Panaspis_maculicollis,Panaspis,Scincidae,36.3,17,-5.125,3.229,112.0877,49.768,5,1,3,3,29.48,-18.29,Diurnal
Panaspis_nimbaensis,24.95333322,Oviparous,Panaspis_nimbaensis,Panaspis,Scincidae,45,18,-5.125,3.229,140.18,52.997,4,1,2.5,2.5,-9.58,9.68,Diurnal
Panaspis_togoensis,26.11833334,Oviparous,Panaspis_togoensis,Panaspis,Scincidae,43.9,22.5,-5.125,3.229,136.6281,67.5275,4,1,1.9,1.9,5.34,8.42,Diurnal
Panaspis_wahlbergi,16.12066666,Oviparous,Panaspis_wahlbergi,Panaspis,Scincidae,43.2,15.6,-5.125,3.229,134.3678,45.2474,18,1,4.5,4,33.64,-8.92,Diurnal
Papuascincus_stanleyanus,13.16566666,Oviparous,Papuascincus_stanleyanus,Papuascincus,Scincidae,54,24,-5.125,3.229,169.241,72.371,2,2,2,2,142.65,-5.75,Diurnal
Paralaudakia_caucasia,15.82566675,Oviparous,Paralaudakia_caucasia,Paralaudakia,Agamidae,123.8,40.5,-4.686,3.105,379.713,121.0665,14,3,11.7,7.2,54.95,36.2,Diurnal
Paralaudakia_lehmanni,12.49800022,Oviparous,Paralaudakia_lehmanni,Paralaudakia,Agamidae,120,36.7,-4.686,3.105,367.914,109.2675,25,2,10,10,69.17,38.42,Diurnal
Pedioplanis_lineoocellata,20.4939998,Oviparous,Pedioplanis_lineoocellata,Pedioplanis,Lacertidae,60,19,-4.543,2.951,172.517,51.526,11,4,8.3,5.5,22.82,-26.88,Diurnal
Pedioplanis_namaquensis,19.82600005,Oviparous,Pedioplanis_namaquensis,Pedioplanis,Lacertidae,52.9,22,-4.543,2.951,151.5649,60.379,6,3,4,3.8,20.06,-25.23,Diurnal
Petrosaurus_mearnsi,19.26766666,Oviparous,Petrosaurus_mearnsi,Petrosaurus,Phrynosomatidae,76,32.6,-3.855,2.677,199.597,83.4152,6,2,4,4,-115.41,31.27,Diurnal
Petrosaurus_thalassinus,21.47833323,Oviparous,Petrosaurus_thalassinus,Petrosaurus,Phrynosomatidae,94.6,31.5,-3.855,2.677,249.3892,80.4705,20,4,8.6,8.6,-111.77,26.15,Diurnal
Phelsuma_breviceps,25.18266662,Oviparous,Phelsuma_breviceps,Phelsuma,Gekkonidae,47.5,25,-4.242,2.761,126.9055,64.783,2,2,2,2,43.76,-23.39,Diurnal
Phelsuma_cepediana,24.01249997,Oviparous,Phelsuma_cepediana,Phelsuma,Gekkonidae,45.5,15.8,-4.242,2.761,121.3835,39.3818,2,1,2,2,57.81,-20.21,Diurnal
Phelsuma_grandis,20.06766653,Oviparous,Phelsuma_grandis,Phelsuma,Gekkonidae,97,31.5,-4.242,2.761,263.575,82.7295,2,1,2,2,49.37,-14.02,Diurnal
Phelsuma_guimbeaui,21.1673336,Oviparous,Phelsuma_guimbeaui,Phelsuma,Gekkonidae,52.5,20,-4.242,2.761,140.7105,50.978,2,1,2,2,57.57,-20.29,Diurnal
Phelsuma_hoeschi,23.7336669,Oviparous,Phelsuma_hoeschi,Phelsuma,Gekkonidae,33.8,17,-4.242,2.761,89.0798,42.695,2,2,2,2,48.84,-19.26,Diurnal
Phelsuma_lineata,20.07299956,Oviparous,Phelsuma_lineata,Phelsuma,Gekkonidae,42.8,20.3,-4.242,2.761,113.9288,51.8063,2,1,2,1.8,48.14,-18.47,Diurnal
Phelsuma_madagascariensis,21.77900012,Oviparous,Phelsuma_madagascariensis,Phelsuma,Gekkonidae,86.2,30,-4.242,2.761,233.7562,78.588,2,1,2,1.8,48.75,-18.67,Diurnal
Pholidoscelis_exsul,21.70300007,Oviparous,Pholidoscelis_exsul,Pholidoscelis,Teiidae,93.8,35.3,-4.747,3.11,286.971,105.036,7,1,3.4,2,-66.4,18.23,Diurnal
Pholidoscelis_fuscatus,24.91899983,Oviparous,Pholidoscelis_fuscatus,Pholidoscelis,Teiidae,117.5,51,-4.747,3.11,360.678,153.863,7,2,4,4,-61.36,15.43,Diurnal
Pholidoscelis_plei,26.48525635,Oviparous,Pholidoscelis_plei,Pholidoscelis,Teiidae,86.3,38,-4.747,3.11,263.646,113.433,7,1,3.1,2.1,-63.04,18.11,Diurnal
Phrynocephalus_axillaris,11.82233325,Oviparous,Phrynocephalus_axillaris,Phrynocephalus,Agamidae,50.1,26.4,-4.686,3.105,150.8745,77.286,4,2,2.6,2.6,86.05,39.94,Diurnal
Phrynocephalus_frontalis,8.091666472,Oviparous,Phrynocephalus_frontalis,Phrynocephalus,Agamidae,51.2,24.3,-4.686,3.105,154.29,70.7655,6,2,3.2,3.2,106.82,39.71,Diurnal
Phrynocephalus_guttatus,7.868999819,Oviparous,Phrynocephalus_guttatus,Phrynocephalus,Agamidae,49.5,24.5,-4.686,3.105,149.0115,71.3865,5,1,3.2,3.2,65.45,46.62,Diurnal
Phrynocephalus_helioscopus,5.774666468,Oviparous,Phrynocephalus_helioscopus,Phrynocephalus,Agamidae,48.3,24.4,-4.686,3.105,145.2855,71.076,10,2,4.5,4.5,69.09,47.34,Diurnal
Phrynocephalus_interscapularis,13.95499994,Oviparous,Phrynocephalus_interscapularis,Phrynocephalus,Agamidae,31.5,21.5,-4.686,3.105,93.1215,62.0715,1,1,1,1,61.37,41.15,Diurnal
Phrynocephalus_przewalskii,8.208000054,Oviparous,Phrynocephalus_przewalskii,Phrynocephalus,Agamidae,58.1,26.7,-4.686,3.105,175.7145,78.2175,6,1,3.3,2.4,106.91,40.59,Diurnal
Phrynocephalus_putjatai,1.036999941,Viviparous,Phrynocephalus_putjatai,Phrynocephalus,Agamidae,59.7,28.9,-4.686,3.105,180.6825,85.0485,5,1,3.2,3,100.83,36.46,Diurnal
Phrynocephalus_theobaldi,-2.662666599,Viviparous,Phrynocephalus_theobaldi,Phrynocephalus,Agamidae,51.8,25.3,-4.686,3.105,156.153,73.8705,4,1,2.4,2,86.74,32.75,Diurnal
Phrynocephalus_versicolor,3.526000003,Oviparous,Phrynocephalus_versicolor,Phrynocephalus,Agamidae,55.4,23.6,-4.686,3.105,167.331,68.592,6,1,3.8,2.8,98.57,42.9,Diurnal
Phrynocephalus_vlangalii,-2.583333403,Viviparous,Phrynocephalus_vlangalii,Phrynocephalus,Agamidae,59.5,24.4,-4.686,3.105,180.0615,71.076,8,1,4,2.7,90.84,38.88,Diurnal
Phrynosoma_asio,18.05866647,Oviparous,Phrynosoma_asio,Phrynosoma,Phrynosomatidae,101.5,34.5,-3.855,2.677,267.8605,88.5015,25,10,16.9,16.9,-99.65,17.56,Diurnal
Phrynosoma_blainvillii,18.05766686,Oviparous,Phrynosoma_blainvillii,Phrynosoma,Phrynosomatidae,78.2,27,-3.855,2.677,205.4864,68.424,21,6,15.5,15.5,-118.86,35.12,Diurnal
Phrynosoma_cornutum,17.659,Oviparous,Phrynosoma_cornutum,Phrynosoma,Phrynosomatidae,79.5,21,-3.855,2.677,208.9665,52.362,50,10,37.3,18.5,-100.85,31.54,Diurnal
Phrynosoma_coronatum,17.75566673,Oviparous,Phrynosoma_coronatum,Phrynosoma,Phrynosomatidae,81.4,28,-3.855,2.677,214.0528,71.101,49,6,12.6,11,-117.02,32.6,Diurnal
Phrynosoma_douglasii,8.267333296,Viviparous,Phrynosoma_douglasii,Phrynosoma,Phrynosomatidae,71.5,18.8,-3.855,2.677,187.5505,46.4726,36,3,24,6,-117.32,42.45,Diurnal
Phrynosoma_hernandesi,14.04733325,Viviparous,Phrynosoma_hernandesi,Phrynosoma,Phrynosomatidae,76.9,26,-3.855,2.677,202.0063,65.747,48,5,20,16,-111.33,36.91,Diurnal
Phrynosoma_mcallii,22.90633345,Oviparous,Phrynosoma_mcallii,Phrynosoma,Phrynosomatidae,69,34,-3.855,2.677,180.858,87.163,10,2,5.4,4.5,-114.67,32.25,Diurnal
Phrynosoma_modestum,17.63500007,Oviparous,Phrynosoma_modestum,Phrynosoma,Phrynosomatidae,58.2,19,-3.855,2.677,151.9464,47.008,19,6,13,9,-103.95,29.84,Cathemeral
Phrynosoma_orbiculare,16.35233331,Viviparous,Phrynosoma_orbiculare,Phrynosoma,Phrynosomatidae,71.6,24.2,-3.855,2.677,187.8182,60.9284,30,9,17,9.4,-103.03,23.63,Diurnal
Phrynosoma_platyrhinos,10.95866652,Oviparous,Phrynosoma_platyrhinos,Phrynosoma,Phrynosomatidae,79.9,26,-3.855,2.677,210.0373,65.747,16,2,9,2,-115.34,37.79,Diurnal
Phrynosoma_solare,20.80133327,Oviparous,Phrynosoma_solare,Phrynosoma,Phrynosomatidae,96.2,30.5,-3.855,2.677,253.6724,77.7935,33,7,20.5,16.7,-109.82,29.18,Diurnal
Phyllopezus_pollicaris,24.45899963,Oviparous,Phyllopezus_pollicaris,Phyllopezus,Phyllodactylidae,70.8,30.3,-4.482,2.945,204.024,84.7515,3,1,2,1.9,-49.07,-14.32,Cathemeral
Phymaturus_palluma,-1.019333363,Viviparous,Phymaturus_palluma,Phymaturus,Liolaemidae,94.5,44.7,-4.678,3.097,287.9885,133.7579,5,1,4,1.5,-70.16,-34.57,Diurnal
Phymaturus_patagonicus,12.12233341,Viviparous,Phymaturus_patagonicus,Phymaturus,Liolaemidae,93.1,38.5,-4.678,3.097,283.6527,114.5565,2,2,2,2,-67.64,-43.59,Diurnal
Phymaturus_punae,5.401333362,Viviparous,Phymaturus_punae,Phymaturus,Liolaemidae,93.1,50.3,-4.678,3.097,283.6527,151.1011,2,1,1.5,1.5,-69.28,-29.41,Diurnal
Phymaturus_spectabilis,7.945666557,Viviparous,Phymaturus_spectabilis,Phymaturus,Liolaemidae,88.8,45.5,-4.678,3.097,270.3356,136.2355,3,1,2,2,-69.96,-41.26,Diurnal
Phymaturus_zapalensis,9.759000023,Viviparous,Phymaturus_zapalensis,Phymaturus,Liolaemidae,87.6,47.5,-4.678,3.097,266.6192,142.4295,3,1,1,1,-70.57,-39.6,Diurnal
Physignathus_cocincinus,22.87433322,Oviparous,Physignathus_cocincinus,Physignathus,Agamidae,156.9,41.5,-4.686,3.105,482.4885,124.1715,23,4,10.4,10.4,106.63,21.11,Diurnal
Platysaurus_intermedius,20.96066666,Oviparous,Platysaurus_intermedius,Platysaurus,Cordylidae,78,30.5,-4.207,2.471,188.531,71.1585,2,1,2,2,30.2,-20.93,Diurnal
Plestiodon_callicephalus,21.68233339,Mixed,Plestiodon_callicephalus,Plestiodon,Scincidae,64,23.4,-5.125,3.229,201.531,70.4336,9,3,6,4,-107.57,26.57,Diurnal
Plestiodon_chinensis,18.22333336,Oviparous,Plestiodon_chinensis,Plestiodon,Scincidae,103.7,28,-5.125,3.229,329.7223,85.287,38,4,19.3,13.5,111.71,26.56,Diurnal
Plestiodon_copei,10.0843333,Viviparous,Plestiodon_copei,Plestiodon,Scincidae,67.5,24.7,-5.125,3.229,212.8325,74.6313,5,2,3.7,3.5,-99.3,19.26,Diurnal
Plestiodon_egregius,19.86366677,Oviparous,Plestiodon_egregius,Plestiodon,Scincidae,45.1,22.3,-5.125,3.229,140.5029,66.8817,9,1,4.8,4.8,-83.31,30.44,Diurnal
Plestiodon_elegans,17.09366675,Oviparous,Plestiodon_elegans,Plestiodon,Scincidae,75.2,26.5,-5.125,3.229,237.6958,80.4435,11,2,6.4,5.5,110.27,28.32,Diurnal
Plestiodon_fasciatus,13.85166663,Oviparous,Plestiodon_fasciatus,Plestiodon,Scincidae,66.3,24.5,-5.125,3.229,208.9577,73.9855,20,2,9.5,5.9,-86.69,36.62,Diurnal
Plestiodon_gilberti,12.79700005,Oviparous,Plestiodon_gilberti,Plestiodon,Scincidae,79.5,32.5,-5.125,3.229,251.5805,99.8175,9,3,6.3,6.3,-118.07,35.77,Diurnal
Plestiodon_laticeps,15.68666669,Oviparous,Plestiodon_laticeps,Plestiodon,Scincidae,96.5,29.2,-5.125,3.229,306.4735,89.1618,19,5,13.7,6.5,-87.33,34.72,Diurnal
Plestiodon_latiscutatus,14.67999963,Oviparous,Plestiodon_latiscutatus,Plestiodon,Scincidae,75.7,28.7,-5.125,3.229,239.3103,87.5473,10,6,9.4,6.5,139,34.95,Diurnal
Plestiodon_lynxe,16.44866673,Viviparous,Plestiodon_lynxe,Plestiodon,Scincidae,61,22,-5.125,3.229,191.844,65.913,7,1,4.7,4,-101.61,21.61,Diurnal
Plestiodon_multivirgatus,6.33866663,Oviparous,Plestiodon_multivirgatus,Plestiodon,Scincidae,64,26,-5.125,3.229,201.531,78.829,24,2,12.3,5,-105.63,37.27,Diurnal
Plestiodon_obsoletus,16.02200023,Oviparous,Plestiodon_obsoletus,Plestiodon,Scincidae,112.6,37.5,-5.125,3.229,358.4604,115.9625,32,5,15.2,10.2,-102.09,32.86,Diurnal
Plestiodon_reynoldsi,21.86433331,Oviparous,Plestiodon_reynoldsi,Plestiodon,Scincidae,55.5,26,-5.125,3.229,174.0845,78.829,2,2,2,2,-81.81,28.45,Diurnal
Plestiodon_septentrionalis,12.46133348,Oviparous,Plestiodon_septentrionalis,Plestiodon,Scincidae,72.3,24,-5.125,3.229,228.3317,72.371,18,4,14.7,6.6,-96.18,39.11,Diurnal
Plestiodon_skiltonianus,8.119999935,Oviparous,Plestiodon_skiltonianus,Plestiodon,Scincidae,70.9,26,-5.125,3.229,223.8111,78.829,10,2,5.8,4,-117.58,41.94,Diurnal
Plestiodon_tetragrammus,21.48400005,Oviparous,Plestiodon_tetragrammus,Plestiodon,Scincidae,54,23,-5.125,3.229,169.241,69.142,12,3,8.5,8.5,-100.17,28.52,Diurnal
Pletholax_gracilis,19.72633314,Oviparous,Pletholax_gracilis,Pletholax,Pygopodidae,75,30,-2.039,1.371,100.786,39.091,2,2,2,2,115.37,-29.78,Diurnal
Plica_plica,26.66799974,Oviparous,Plica_plica,Plica,Tropiduridae,131.3,44.7,-3.884,2.719,353.1207,117.6553,5,1,4.2,2,-64.19,-3.19,Diurnal
Plica_umbra,26.54333305,Oviparous,Plica_umbra,Plica,Tropiduridae,85,37,-3.884,2.719,227.231,96.719,4,1,2.2,1.8,-63.04,-4.08,Diurnal
Podarcis_bocagei,11.63133311,Oviparous,Podarcis_bocagei,Podarcis,Lacertidae,52.7,22.9,-4.543,2.951,150.9747,63.0349,9,1,4.8,2,-6.85,42.58,Diurnal
Podarcis_erhardii,9.85466667,Oviparous,Podarcis_erhardii,Podarcis,Lacertidae,61.4,28.9,-4.543,2.951,176.6484,80.7409,7,1,2.6,2.4,22.35,40.15,Diurnal
Podarcis_gaigeae,16.38749989,Oviparous,Podarcis_gaigeae,Podarcis,Lacertidae,61.7,28.4,-4.543,2.951,177.5337,79.2654,5,1,3,1.9,24.55,38.87,Diurnal
Podarcis_hispanicus,13.59400006,Oviparous,Podarcis_hispanicus,Podarcis,Lacertidae,53,24.5,-4.543,2.951,151.86,67.7565,5,1,3.6,2.1,-3.59,40.7,Diurnal
Podarcis_lilfordi,16.33399971,Oviparous,Podarcis_lilfordi,Podarcis,Lacertidae,59.4,31.4,-4.543,2.951,170.7464,88.1184,4,1,2.5,2.5,3.14,39.67,Diurnal
Podarcis_liolepis,14.93799992,Oviparous,Podarcis_liolepis,Podarcis,Lacertidae,58.5,25.5,-4.543,2.951,168.0905,70.7075,5,1,3.1,2.5,-0.38,41.94,Diurnal
Podarcis_melisellensis,11.5346666,Oviparous,Podarcis_melisellensis,Podarcis,Lacertidae,59.4,24.5,-4.543,2.951,170.7464,67.7565,8,2,4.9,3.6,16.62,43.69,Diurnal
Podarcis_milensis,18.0714287,Oviparous,Podarcis_milensis,Podarcis,Lacertidae,55.2,25.1,-4.543,2.951,158.3522,69.5271,4,1,1.7,1.7,24.45,36.74,Diurnal
Podarcis_peloponnesiacus,11.52399991,Oviparous,Podarcis_peloponnesiacus,Podarcis,Lacertidae,71.9,28.2,-4.543,2.951,207.6339,78.6752,6,1,3.5,3.4,22.28,37.5,Diurnal
Podarcis_siculus,14.96700005,Oviparous,Podarcis_siculus,Podarcis,Lacertidae,61.9,29,-4.543,2.951,178.1239,81.036,12,2,7.2,4.6,12.6,42.27,Diurnal
Podarcis_tauricus,11.94533308,Oviparous,Podarcis_tauricus,Podarcis,Lacertidae,62.1,29.4,-4.543,2.951,178.7141,82.2164,10,2,5.8,3.8,25.04,43.28,Diurnal
Pogona_barbata,20.57599998,Oviparous,Pogona_barbata,Pogona,Agamidae,158.1,36,-4.686,3.105,486.2145,107.094,50,6,20.5,13,146.58,-29.36,Diurnal
Pogona_minor,21.37900027,Oviparous,Pogona_minor,Pogona,Agamidae,108.8,38.5,-4.686,3.105,333.138,114.8565,19,2,8.5,4.5,122.89,-27.19,Diurnal
Pogona_mitchelli,27.43233331,Oviparous,Pogona_mitchelli,Pogona,Agamidae,113,37,-4.686,3.105,346.179,110.199,9,8,8.8,8.8,121.93,-19.7,Diurnal
Pogona_vitticeps,22.35099983,Oviparous,Pogona_vitticeps,Pogona,Agamidae,152.6,40,-4.686,3.105,469.137,119.514,68,4,28,13.5,140.18,-28.05,Diurnal
Polychrus_acutirostris,25.4476668,Oviparous,Polychrus_acutirostris,Polychrus,Polychrotidae,116.3,37.5,-5.033,3.243,372.1279,116.5795,31,4,22,4.5,-51.85,-13.83,Diurnal
Polychrus_marmoratus,26.54733308,Oviparous,Polychrus_marmoratus,Polychrus,Polychrotidae,121.9,42,-5.033,3.243,390.2887,131.173,16,4,8.7,7.5,-62.02,-3.53,Diurnal
Potamites_ecpleopus,25.90533336,Oviparous,Potamites_ecpleopus,Potamites,Gymnophthalmidae,58.2,23,-4.207,2.3,129.653,48.693,2,2,2,2,-68.36,-5.74,Diurnal
Potamites_juruazensis,25.98000018,Oviparous,Potamites_juruazensis,Potamites,Gymnophthalmidae,53.7,24,-4.207,2.3,119.303,50.993,2,2,2,2,-73.81,-9.97,Diurnal
Prasinohaema_virens,23.55799993,Oviparous,Prasinohaema_virens,Prasinohaema,Scincidae,49,26.5,-5.125,3.229,153.096,80.4435,2,2,2,2,145.06,-5.51,Diurnal
Pristurus_obsti,24.97166665,Oviparous,Pristurus_obsti,Pristurus,Sphaerodactylidae,34.5,15.8,-4.558,2.97,97.907,42.368,1,1,1,1,53.66,12.43,Diurnal
Proablepharus_tenuis,26.28199959,Oviparous,Proablepharus_tenuis,Proablepharus,Scincidae,31.5,17,-5.125,3.229,96.5885,49.768,2,1,1.5,1.5,134.04,-17.21,Diurnal
Proctoporus_oreades,11.95400008,Oviparous,Proctoporus_oreades,Proctoporus,Gymnophthalmidae,55.5,23,-4.207,2.3,123.443,48.693,2,1,1.8,1.8,-75.64,-10.34,Diurnal
Proctoporus_sucullucu,6.722333272,Oviparous,Proctoporus_sucullucu,Proctoporus,Gymnophthalmidae,46.1,24.3,-4.207,2.3,101.823,51.683,2,2,2,2,-72.1,-13.62,Diurnal
Proctoporus_unsaacae,9.451000094,Oviparous,Proctoporus_unsaacae,Proctoporus,Gymnophthalmidae,43,20.7,-4.207,2.3,94.693,43.403,2,2,2,2,-72.32,-13.29,Diurnal
Psammodromus_algirus,15.74433327,Oviparous,Psammodromus_algirus,Psammodromus,Lacertidae,68.3,27.5,-4.543,2.951,197.0103,76.6095,11,1,7.1,3.6,-2.28,37.1,Diurnal
Psammodromus_hispanicus,14.65466682,Oviparous,Psammodromus_hispanicus,Psammodromus,Lacertidae,48.4,21,-4.543,2.951,138.2854,57.428,6,1,3.6,2.9,-3.23,39.58,Diurnal
Pseudemoia_cryodroma,11.66133344,Viviparous,Pseudemoia_cryodroma,Pseudemoia,Scincidae,49.7,29.5,-5.125,3.229,155.3563,90.1305,5,2,3,3,146.92,-37.3,Diurnal
Pseudemoia_entrecasteauxii,14.046,Mixed,Pseudemoia_entrecasteauxii,Pseudemoia,Scincidae,53.1,23.5,-5.125,3.229,166.3349,70.7565,8,1,5,3.1,145.33,-37.67,Diurnal
Pseudemoia_pagenstecheri,16.19266677,Viviparous,Pseudemoia_pagenstecheri,Pseudemoia,Scincidae,53.7,22,-5.125,3.229,168.2723,65.913,11,2,7.2,4.5,143.97,-35.48,Diurnal
Pseudemoia_rawlinsoni,13.55833328,Viviparous,Pseudemoia_rawlinsoni,Pseudemoia,Scincidae,53.2,19,-5.125,3.229,166.6578,56.226,9,2,5.6,5,145.52,-37.14,Diurnal
Pseudemoia_spenceri,11.76666653,Viviparous,Pseudemoia_spenceri,Pseudemoia,Scincidae,56.7,27,-5.125,3.229,177.9593,82.058,4,1,2.5,1.7,147.19,-36.56,Diurnal
Pseudocordylus_melanotus,14.29933345,Viviparous,Pseudocordylus_melanotus,Pseudocordylus,Cordylidae,103.7,38.5,-4.207,2.471,252.0357,90.9265,7,1,3.5,3.5,29.08,-28.16,Diurnal
Pseudocordylus_microlepidotus,17.08566666,Viviparous,Pseudocordylus_microlepidotus,Pseudocordylus,Cordylidae,95,44,-4.207,2.471,230.538,104.517,7,2,4,4,23.09,-32.62,Diurnal
Pseudogonatodes_guianensis,26.41866668,Oviparous,Pseudogonatodes_guianensis,Pseudogonatodes,Sphaerodactylidae,27,13.7,-4.558,2.97,75.632,36.131,1,1,1,1,-65.53,-1.13,Diurnal
Pseudopus_apodus,12.8176666,Oviparous,Pseudopus_apodus,Pseudopus,Anguidae,389.8,82.5,-5.765,3.48,1350.739,281.335,15,2,9.3,8,45.47,39.24,Diurnal
Pseudotrapelus_sinaitus,23.2306668,Oviparous,Pseudotrapelus_sinaitus,Pseudotrapelus,Agamidae,80.8,29,-4.686,3.105,246.198,85.359,9,4,5.3,3.6,36.79,27.02,Diurnal
Psychosaura_agmosticha,23.49433327,Viviparous,Psychosaura_agmosticha,Psychosaura,Scincidae,62.9,35.6,-5.125,3.229,197.9791,109.8274,5,1,4.3,2.6,-37.04,-8.76,Diurnal
Psychosaura_macrorhyncha,23.63666693,Viviparous,Psychosaura_macrorhyncha,Psychosaura,Scincidae,67.3,32.3,-5.125,3.229,212.1867,99.1717,6,1,4.7,2,-42.26,-16.96,Diurnal
Ptychoglossus_bicolor,27.63833316,Oviparous,Ptychoglossus_bicolor,Ptychoglossus,Gymnophthalmidae,55.9,27,-4.207,2.3,124.363,57.893,2,2,2,2,-74.97,4.13,Diurnal
Ptychoglossus_brevifrontalis,26.64333344,Oviparous,Ptychoglossus_brevifrontalis,Ptychoglossus,Gymnophthalmidae,58.5,29,-4.207,2.3,130.343,62.493,2,2,2,2,-65.45,-2.44,Diurnal
Ptyodactylus_guttatus,18.8283337,Oviparous,Ptyodactylus_guttatus,Ptyodactylus,Phyllodactylidae,67.4,27.2,-4.482,2.945,194.011,75.622,2,1,2,2,34.35,30.11,Cathemeral
Ptyodactylus_puiseuxi,13.94866665,Oviparous,Ptyodactylus_puiseuxi,Ptyodactylus,Phyllodactylidae,65.4,30.7,-4.482,2.945,188.121,85.9295,2,1,2,1.8,36.63,32.74,Diurnal
Ptyodactylus_ragazzii,26.37933366,Oviparous,Ptyodactylus_ragazzii,Ptyodactylus,Phyllodactylidae,82,28,-4.482,2.945,237.008,77.978,2,1,2,2,13.25,17.14,Cathemeral
Pygmaeascincus_timlowi,22.69333315,Oviparous,Pygmaeascincus_timlowi,Pygmaeascincus,Scincidae,28,15,-5.125,3.229,85.287,43.31,2,1,1.7,1.7,148.49,-23.13,Diurnal
Pygopus_lepidopodus,18.09300001,Oviparous,Pygopus_lepidopodus,Pygopus,Pygopodidae,179.2,59,-2.039,1.371,243.6442,78.85,2,1,2,2,138.14,-32.21,Cathemeral
Quedenfeldtia_trachyblepharus,10.2059999,Oviparous,Quedenfeldtia_trachyblepharus,Quedenfeldtia,Sphaerodactylidae,42.8,20.5,-4.558,2.97,122.558,56.327,2,1,1,1,-7.7,31.05,Diurnal
Rankinia_diemensis,5.876333326,Oviparous,Rankinia_diemensis,Rankinia,Agamidae,65.2,25,-4.686,3.105,197.76,72.939,10,2,6.6,4.2,148.24,-36.46,Diurnal
Rhoptropus_barnardi,20.75933345,Oviparous,Rhoptropus_barnardi,Rhoptropus,Gekkonidae,44,17.5,-4.242,2.761,117.242,44.0755,2,2,2,2,13.43,-17.59,Diurnal
Ristella_travancorica,27.06299973,Oviparous,Ristella_travancorica,Ristella,Scincidae,34.4,16,-5.125,3.229,105.9526,46.539,2,2,2,2,77.37,9.23,Diurnal
Rondonops_biscutatus,24.76599995,Oviparous,Rondonops_biscutatus,Rondonops,Gymnophthalmidae,50.5,26,-4.207,2.3,111.943,55.593,1,1,1,1,-59.79,-10.31,Diurnal
Rondonops_xanthomystax,26.77699979,Oviparous,Rondonops_xanthomystax,Rondonops,Gymnophthalmidae,54.8,27,-4.207,2.3,121.833,57.893,1,1,1,1,-57.4,-5.61,Diurnal
Salvator_rufescens,22.00699989,Oviparous,Salvator_rufescens,Salvator,Teiidae,363.5,82,-4.747,3.11,1125.738,250.273,35,15,21.4,21.4,-63.01,-26.21,Diurnal
Saproscincus_mustelinus,12.40166648,Oviparous,Saproscincus_mustelinus,Saproscincus,Scincidae,50.1,20,-5.125,3.229,156.6479,59.455,9,2,6.5,3.6,148.73,-35.27,Diurnal
Sauromalus_ater,21.98433344,Oviparous,Sauromalus_ater,Sauromalus,Iguanidae,165,52.5,-4.298,2.972,486.082,151.732,16,3,8.6,6.9,-113.79,33.45,Diurnal
Sceloporus_aeneus,13.19366654,Oviparous,Sceloporus_aeneus,Sceloporus,Phrynosomatidae,48.7,23,-3.855,2.677,126.5149,57.716,12,2,8.1,5.2,-99.75,19.59,Diurnal
Sceloporus_bimaculosus,17.16100009,Oviparous,Sceloporus_bimaculosus,Sceloporus,Phrynosomatidae,91.5,35,-3.855,2.677,241.0905,89.84,19,2,7,6,-104.85,30.25,Diurnal
Sceloporus_chrysostictus,25.35433324,Oviparous,Sceloporus_chrysostictus,Sceloporus,Phrynosomatidae,51.3,21.8,-3.855,2.677,133.4751,54.5036,4,1,2.5,2.4,-89.21,19.39,Diurnal
Sceloporus_clarkii,20.50566657,Oviparous,Sceloporus_clarkii,Sceloporus,Phrynosomatidae,92.3,30.5,-3.855,2.677,243.2321,77.7935,28,1,19.6,8,-109.23,29.31,Diurnal
Sceloporus_consobrinus,17.69866665,Oviparous,Sceloporus_consobrinus,Sceloporus,Phrynosomatidae,60.6,22,-3.855,2.677,158.3712,55.039,15,3,9.9,5,-102.4,30.47,Diurnal
Sceloporus_cowlesi,15.70233341,Oviparous,Sceloporus_cowlesi,Sceloporus,Phrynosomatidae,62.2,23,-3.855,2.677,162.6544,57.716,12,4,9.9,8.3,-106.69,32.36,Diurnal
Sceloporus_cozumelae,25.52466647,Oviparous,Sceloporus_cozumelae,Sceloporus,Phrynosomatidae,45.5,22.5,-3.855,2.677,117.9485,56.3775,2,1,1.8,1.8,-87.87,21.03,Diurnal
Sceloporus_cyanogenys,22.71966664,Viviparous,Sceloporus_cyanogenys,Sceloporus,Phrynosomatidae,106.3,28.8,-3.855,2.677,280.7101,73.2426,20,5,13.3,13,-99.31,25.65,Diurnal
Sceloporus_dugesii,18.04700001,Viviparous,Sceloporus_dugesii,Sceloporus,Phrynosomatidae,61.5,24.5,-3.855,2.677,160.7805,61.7315,10,1,4.4,4.4,-102.43,21.05,Diurnal
Sceloporus_formosus,20.93099991,Viviparous,Sceloporus_formosus,Sceloporus,Phrynosomatidae,69.7,28.9,-3.855,2.677,182.7319,73.5103,18,2,8.6,5.6,-97.74,17.85,Diurnal
