,reproductive.mode,Binomial,Genus,Family,female.SVL,hatchling.neonate.SVL,intercept,slope,female_mass,hatchling_mass,largest.clutch,smallest.clutch,largest.mean.clutch.size,smallest.mean.clutch.size,Longitude.centroid..from.Roll.et.al..2017.,Latitude.centroid..from.Roll.et.al..2017.,Activity.time,minimum.mean.Tb,maximum.mean.Tb
Trachydactylus_hajarensis,Oviparous,Trachydactylus_hajarensis,Trachydactylus,Gekkonidae,45,21,-4.242,2.761,120.003,53.739,2,1,1.4,1.4,57.34,23.08,Nocturnal,35,35
Trachylepis_maculilabris,Oviparous,Trachylepis_maculilabris,Trachylepis,Scincidae,72.2,24,-5.125,3.229,228.009,72.371,13,3,8.6,5.5,19.42,0.35,Diurnal,36.5,36.5
Trachylepis_occidentalis,Mixed,Trachylepis_occidentalis,Trachylepis,Scincidae,91,32,-5.125,3.229,288.714,98.203,7,4,6.7,4,18.39,-25.64,Diurnal,35.9,36.3
Trachylepis_quinquetaeniata,Oviparous,Trachylepis_quinquetaeniata,Trachylepis,Scincidae,81.7,31.8,-5.125,3.229,258.684,97.557,15,2,4.8,4.8,18.22,10.93,Diurnal,35.3,35.3
Trachylepis_sparsa,Viviparous,Trachylepis_sparsa,Trachylepis,Scincidae,83.3,28,-5.125,3.229,263.851,85.287,9,3,5.4,4.9,19.6,-27.01,Diurnal,34.1,34.5
Trachylepis_spilogaster,Viviparous,Trachylepis_spilogaster,Trachylepis,Scincidae,75.4,25.5,-5.125,3.229,238.342,77.215,9,2,5.5,4.2,18.41,-24.28,Diurnal,33.9,34.7
Trachylepis_striata,Viviparous,Trachylepis_striata,Trachylepis,Scincidae,81.4,28,-5.125,3.229,257.716,85.287,20,2,9.8,3.6,29.94,-8.35,Diurnal,33.7,39.4
Trachylepis_varia,Mixed,Trachylepis_varia,Trachylepis,Scincidae,59.9,21.5,-5.125,3.229,188.292,64.299,14,1,9.1,5.6,29.01,-11.14,Diurnal,28.1,28.1
Trachylepis_variegata,Viviparous,Trachylepis_variegata,Trachylepis,Scincidae,40.9,19,-5.125,3.229,126.941,56.226,12,1,2.8,1.8,19.18,-28.03,Diurnal,33.6,34.5
Trapelus_agnetae,Oviparous,Trapelus_agnetae,Trapelus,Agamidae,75.2,28.5,-4.686,3.105,228.810,83.807,12,1,10,9.4,42.06,29.22,Diurnal,35.6,38.5
Trapelus_sanguinolentus,Oviparous,Trapelus_sanguinolentus,Trapelus,Agamidae,84.5,34.5,-4.686,3.105,257.687,102.437,18,3,8,7,64.56,42.52,Diurnal,35.4,35.4
Trapelus_savignii,Oviparous,Trapelus_savignii,Trapelus,Agamidae,79.2,31.4,-4.686,3.105,241.230,92.811,9,2,6.3,4,33.25,30.54,Diurnal,34.8,37.9
Trioceros_hoehnelii,Viviparous,Trioceros_hoehnelii,Trioceros,Chamaeleonidae,80,26.5,-3.997,2.68,210.403,67.023,25,4,13.7,9.7,36,-0.03,Diurnal,21.2,32.5
Trioceros_jacksonii,Viviparous,Trioceros_jacksonii,Trioceros,Chamaeleonidae,107.3,28.5,-3.997,2.68,283.567,72.383,57,5,21.7,12.2,37.15,-1,Diurnal,30.4,30.4
Trogonophis_wiegmanni,Viviparous,Trogonophis_wiegmanni,Trogonophis,Trogonophiidae,146.6,70.8,-5.858,2.943,425.586,202.506,5,2,5,5,-0.91,34.22,Cathemeral,22,22
Tropidurus_etheridgei,Oviparous,Tropidurus_etheridgei,Tropidurus,Tropiduridae,61.6,26.5,-3.884,2.719,163.606,68.170,9,3,6.3,4.3,-61.73,-20.61,Diurnal,35.8,35.8
Tropidurus_hispidus,Oviparous,Tropidurus_hispidus,Tropidurus,Tropiduridae,83.8,28.1,-3.884,2.719,223.968,72.520,14,1,8.1,5.6,-51.5,-2.61,Diurnal,32.2,36
Tropidurus_montanus,Oviparous,Tropidurus_montanus,Tropidurus,Tropiduridae,72.3,29.3,-3.884,2.719,192.700,75.783,6,1,3.5,3.5,-43.2,-16.98,Diurnal,31.7,34.7
Tropidurus_semitaeniatus,Oviparous,Tropidurus_semitaeniatus,Tropidurus,Tropiduridae,69.6,19,-3.884,2.719,185.358,47.777,3,1,2.4,1.6,-40.38,-9.25,Diurnal,37.1,37.1
Tropidurus_spinulosus,Oviparous,Tropidurus_spinulosus,Tropidurus,Tropiduridae,90.2,32.5,-3.884,2.719,241.370,84.484,8,3,5.8,4,-61.3,-22.98,Diurnal,30.3,34.2
Tropidurus_torquatus,Oviparous,Tropidurus_torquatus,Tropidurus,Tropiduridae,75.5,26.1,-3.884,2.719,201.401,67.082,14,1,7.4,2,-49.17,-17.63,Diurnal,30.8,36.2
Tropiocolotes_nattereri,Oviparous,Tropiocolotes_nattereri,Tropiocolotes,Gekkonidae,25,14,-4.242,2.761,64.783,34.412,1,1,1,1,34.4,29.61,Nocturnal,31.8,31.8
Tupinambis_teguixin,Oviparous,Tupinambis_teguixin,Tupinambis,Teiidae,321,90,-4.747,3.11,993.563,275.153,32,2,21.4,2.5,-60.99,-4.69,Diurnal,32,35
Tympanocryptis_centralis,Oviparous,Tympanocryptis_centralis,Tympanocryptis,Agamidae,52.3,21.3,-4.686,3.105,157.706,61.451,15,3,7,7,133.17,-23.29,Diurnal,35.1,35.1
Tympanocryptis_lineata,Oviparous,Tympanocryptis_lineata,Tympanocryptis,Agamidae,53.8,22,-4.686,3.105,162.363,63.624,11,2,7.3,5.7,142.71,-29.47,Diurnal,35.1,37.7
Uma_cowlesi,Oviparous,Uma_cowlesi,Uma,Phrynosomatidae,73,35,-3.855,2.677,191.566,89.840,4,1,3,1.9,-113.28,31.43,Diurnal,38.2,39.7
Uma_exsul,Oviparous,Uma_exsul,Uma,Phrynosomatidae,65.3,33.5,-3.855,2.677,170.953,85.825,6,1,3,2.5,-103.19,25.72,Diurnal,35.1,38.7
Uma_notata,Oviparous,Uma_notata,Uma,Phrynosomatidae,79.5,37.5,-3.855,2.677,208.967,96.533,6,1,3,2,-113.74,30.32,Diurnal,38.3,40
Uma_paraphygas,Oviparous,Uma_paraphygas,Uma,Phrynosomatidae,63,29,-3.855,2.677,164.796,73.778,8,8,8,8,-103.69,26.88,Diurnal,35.5,39
Uma_scoparia,Oviparous,Uma_scoparia,Uma,Phrynosomatidae,86.7,39,-3.855,2.677,228.241,100.548,5,1,3.1,2.6,-115.89,34.69,Diurnal,35.7,37.8
Underwoodisaurus_milii,Oviparous,Underwoodisaurus_milii,Underwoodisaurus,Carphodactylidae,79.2,35.5,-3.445,2.353,182.913,80.087,2,1,2,2,138.57,-30.97,Nocturnal,17.6,19.4
Uracentron_azureum,Oviparous,Uracentron_azureum,Uracentron,Tropiduridae,73,31.5,-3.884,2.719,194.603,81.765,2,1,2,2,-62.47,-1.49,Diurnal,31.2,31.2
Uracentron_flaviceps,Oviparous,Uracentron_flaviceps,Uracentron,Tropiduridae,94.4,37,-3.884,2.719,252.790,96.719,2,1,2,2,-71.25,-4.87,Diurnal,31.2,31.2
Uranoscodon_superciliosus,Oviparous,Uranoscodon_superciliosus,Uranoscodon,Tropiduridae,128.4,36.5,-3.884,2.719,345.236,95.360,16,3,11.5,5.8,-60.36,-2.62,Diurnal,26.6,29.2
Uromastyx_acanthinura,Oviparous,Uromastyx_acanthinura,Uromastyx,Agamidae,215,50,-4.686,3.105,662.889,150.564,28,5,13,13,10.57,30.14,Diurnal,38,38
Uromastyx_aegyptia,Oviparous,Uromastyx_aegyptia,Uromastyx,Agamidae,318.3,59,-4.686,3.105,983.636,178.509,41,3,20.8,20.8,45.46,24.8,Diurnal,38.8,41.5
Uromastyx_ornata,Oviparous,Uromastyx_ornata,Uromastyx,Agamidae,152.8,49.5,-4.686,3.105,469.758,149.012,19,3,9,9,39.94,23.55,Diurnal,32.8,39.5
Urosaurus_bicarinatus,Oviparous,Urosaurus_bicarinatus,Urosaurus,Phrynosomatidae,44.6,22.5,-3.855,2.677,115.539,56.378,11,2,7.8,5.4,-102.26,20.27,Diurnal,32.6,32.6
Urosaurus_graciosus,Oviparous,Urosaurus_graciosus,Urosaurus,Phrynosomatidae,50.9,24.5,-3.855,2.677,132.404,61.732,10,2,5.3,3.6,-114.11,33.33,Diurnal,35.7,37.6
Urosaurus_nigricaudus,Oviparous,Urosaurus_nigricaudus,Urosaurus,Phrynosomatidae,44.4,22.1,-3.855,2.677,115.004,55.307,8,2,5,4,-113.57,28.34,Diurnal,32.9,36.8
Urosaurus_ornatus,Oviparous,Urosaurus_ornatus,Urosaurus,Phrynosomatidae,46.2,20.8,-3.855,2.677,119.822,51.827,16,2,10.9,3.9,-107.32,31.66,Diurnal,34.4,36.8
Uta_palmeri,Oviparous,Uta_palmeri,Uta,Phrynosomatidae,63.2,28.9,-3.855,2.677,165.331,73.510,5,1,2.8,2.8,-112.33,28.37,Diurnal,38,38
Uta_stansburiana,Oviparous,Uta_stansburiana,Uta,Phrynosomatidae,45.9,21.5,-3.855,2.677,119.019,53.701,9,1,5.3,2.3,-110.98,34.13,Diurnal,34,38
Varanus_albigularis,Oviparous,Varanus_albigularis,Varanus,Varanidae,518.3,117.7,-5.301,3.235,1671.400,375.459,51,2,40,24,28.46,-14.16,Diurnal,32.3,32.3
Varanus_bengalensis,Oviparous,Varanus_bengalensis,Varanus,Varanidae,387.5,87,-5.301,3.235,1248.262,276.144,42,5,21.1,19.3,80.37,23.36,Diurnal,31,37
Varanus_brevicaudus,Oviparous,Varanus_brevicaudus,Varanus,Varanidae,91.5,42.8,-5.301,3.235,290.702,133.157,8,1,3.5,2.3,125.81,-22.86,Diurnal,34.5,34.5
Varanus_caudolineatus,Oviparous,Varanus_caudolineatus,Varanus,Varanidae,97.5,48,-5.301,3.235,310.112,149.979,6,3,4.3,3.1,119.43,-25.52,Diurnal,37.3,37.8
Varanus_eremius,Oviparous,Varanus_eremius,Varanus,Varanidae,132.7,60.9,-5.301,3.235,423.984,191.711,6,2,4.1,3.6,127.06,-25.13,Diurnal,36.9,39
Varanus_exanthematicus,Oviparous,Varanus_exanthematicus,Varanus,Varanidae,342,79.8,-5.301,3.235,1101.069,252.852,50,6,20.1,18,11.8,10.67,Diurnal,31.5,36.5
Varanus_giganteus,Oviparous,Varanus_giganteus,Varanus,Varanidae,568.2,150.2,-5.301,3.235,1832.826,480.596,13,5,9.6,8.5,128.22,-24.86,Diurnal,36.1,38.2
Varanus_gilleni,Oviparous,Varanus_gilleni,Varanus,Varanidae,120.3,60.9,-5.301,3.235,383.870,191.711,7,1,5.3,3.3,130.74,-24.65,Diurnal,37.4,37.4
Varanus_gouldii,Oviparous,Varanus_gouldii,Varanus,Varanidae,298.8,86.7,-5.301,3.235,961.317,275.174,13,1,9.8,5.8,132.55,-25.47,Diurnal,24.5,38.5
Varanus_griseus,Oviparous,Varanus_griseus,Varanus,Varanidae,354.8,101.6,-5.301,3.235,1142.477,323.375,34,5,21,10.5,31.37,27.04,Diurnal,36.1,38.5
Varanus_indicus,Oviparous,Varanus_indicus,Varanus,Varanidae,319,107.5,-5.301,3.235,1026.664,342.462,10,2,10,5.7,140.48,-6.89,Diurnal,29.7,30.3
Varanus_komodoensis,Oviparous,Varanus_komodoensis,Varanus,Varanidae,1083.7,174.5,-5.301,3.235,3500.469,559.207,33,1,25.5,11.3,119.85,-8.6,Diurnal,32.5,38
Varanus_mertensi,Oviparous,Varanus_mertensi,Varanus,Varanidae,366,101.5,-5.301,3.235,1178.709,323.052,14,3,12.6,6.8,136.15,-16.81,Diurnal,32.7,34
Varanus_niloticus,Oviparous,Varanus_niloticus,Varanus,Varanidae,499.7,127.5,-5.301,3.235,1611.229,407.162,63,5,27.3,19.5,20.22,-0.62,Diurnal,28.8,32.7
Varanus_olivaceus,Oviparous,Varanus_olivaceus,Varanus,Varanidae,517.2,129.8,-5.301,3.235,1667.841,414.602,16,3,8.2,6,122.27,15.53,Diurnal,31.6,31.6
Varanus_panoptes,Oviparous,Varanus_panoptes,Varanus,Varanidae,399.9,110.5,-5.301,3.235,1288.376,352.167,14,3,11,6.6,130.59,-21.09,Diurnal,32.9,36.4
Varanus_rosenbergi,Oviparous,Varanus_rosenbergi,Varanus,Varanidae,320.4,111,-5.301,3.235,1031.193,353.784,19,4,12.5,4,127.69,-33.26,Diurnal,17.4,36.3
Varanus_salvator,Oviparous,Varanus_salvator,Varanus,Varanidae,499.5,124.5,-5.301,3.235,1610.582,397.457,40,1,17.1,4.2,103.08,12.89,Diurnal,27,32
Varanus_scalaris,Oviparous,Varanus_scalaris,Varanus,Varanidae,205.6,63,-5.301,3.235,659.815,198.504,12,3,7.7,4,136.56,-16.23,Diurnal,31.5,38.9
Varanus_tristis,Oviparous,Varanus_tristis,Varanus,Varanidae,231.2,69.5,-5.301,3.235,742.631,219.532,17,3,10.2,8,132.97,-23.3,Diurnal,31.8,36.5
Varanus_varius,Oviparous,Varanus_varius,Varanus,Varanidae,472.5,105,-5.301,3.235,1523.237,334.374,14,2,9.7,5.4,147.94,-30.14,Diurnal,34.2,35.5
Varzea_bistriata,Viviparous,Varzea_bistriata,Varzea,Scincidae,92.7,35.8,-5.125,3.229,294.203,110.473,9,2,4.7,4.7,-56.76,-6.02,Diurnal,32.9,32.9
Woodworthia_maculatus,Viviparous,Woodworthia_maculatus,Woodworthia,Diplodactylidae,62.4,29.5,-4.804,3.057,185.953,85.378,2,1,2,1.7,174.67,-41.02,Cathemeral,11.3,28
Xantusia_arizonae,Viviparous,Xantusia_arizonae,Xantusia,Xantusiidae,53,26,-4.796,3.048,156.748,74.452,2,1,1.8,1.6,-112.93,34.33,Cathemeral,25.3,25.3
Xantusia_extorris,Viviparous,Xantusia_extorris,Xantusia,Xantusiidae,37.5,22.5,-4.796,3.048,109.504,63.784,2,1,1.4,1.4,-103.64,25.28,Nocturnal,30.2,30.2
Xantusia_henshawi,Viviparous,Xantusia_henshawi,Xantusia,Xantusiidae,60.9,29.5,-4.796,3.048,180.827,85.120,2,1,2,1.5,-116.24,32.53,Cathemeral,20.5,25.4
Xantusia_riversiana,Viviparous,Xantusia_riversiana,Xantusia,Xantusiidae,83.2,32,-4.796,3.048,248.798,92.740,9,2,5.5,3.3,-118.78,33.01,Diurnal,18.7,28.3
Xantusia_vigilis,Viviparous,Xantusia_vigilis,Xantusia,Xantusiidae,42.1,22,-4.796,3.048,123.525,62.260,3,1,1.9,1.8,-115.65,34.25,Cathemeral,24.3,33.8
Xenosaurus_agrenon,Viviparous,Xenosaurus_agrenon,Xenosaurus,Xenosauridae,106,46,-5.833,3.571,372.693,158.433,5,1,3.2,2.7,-97.12,16.94,Diurnal,25.4,25.6
Xenosaurus_grandis,Viviparous,Xenosaurus_grandis,Xenosaurus,Xenosauridae,110.9,45,-5.833,3.571,390.191,154.862,8,1,5.7,2.1,-96.34,18.29,Diurnal,22.4,22.7
Xenosaurus_newmanorum,Viviparous,Xenosaurus_newmanorum,Xenosaurus,Xenosauridae,103.8,50,-5.833,3.571,364.837,172.717,4,1,2.6,2.4,-98.53,21.04,Diurnal,19.3,24.8
Xenosaurus_phalaroanthereon,Viviparous,Xenosaurus_phalaroanthereon,Xenosaurus,Xenosauridae,117.9,54.8,-5.833,3.571,415.188,189.858,4,1,2.3,2,-96.13,16.69,Cathemeral,20.3,20.3
Xenosaurus_platyceps,Viviparous,Xenosaurus_platyceps,Xenosaurus,Xenosauridae,105.8,50,-5.833,3.571,371.979,172.717,6,1,2.7,2,-99.47,23.2,Diurnal,17.5,24.6
Xenosaurus_rectocollaris,Viviparous,Xenosaurus_rectocollaris,Xenosaurus,Xenosauridae,97.5,46,-5.833,3.571,342.340,158.433,7,1,2.6,2.6,-97.39,18.33,Diurnal,22.6,23.2
Zootoca_vivipara,Mixed,Zootoca_vivipara,Zootoca,Lacertidae,61,18.5,-4.543,2.951,175.468,50.051,16,1,9.8,4.3,69.67,56.6,Diurnal,26.7,34.3
Zygaspis_quadrifrons,Oviparous,Zygaspis_quadrifrons,Zygaspis,Amphisbaenidae,168,67.5,-8.647,4.007,664.529,261.826,8,1,3.3,3.3,24.83,-18.25,Diurnal,23.8,23.8
